audio_file,text,gender
07JtJT_408.mp3,اول قذيفه مليانه بفيروس الفولا المسبب,male
09KlpX_621.mp3,تبقى انت عندك الاوبشن ان انت تخرج مع,male
05zdbw_3.mp3,يوفنتوس بشكل مؤقت بتهمه تعاطي منشطات وده,male
06vVtu_212.mp3,بقت رحله معناها ببساطه ان انت هتشتري,male
01u7Ve_5.mp3,المدام حامل في التالت.,male
00YfAL_70.mp3,"ما فيش 5 دقايق تلاقي إعلان ""بُن العميد"".",male
045oHl_330.mp3,وكان الاول الموضوع,male
05IRL9_424.mp3,الدنيا من غير حالات,male
08nUUV_572.mp3,المعينه الشباب بتتجمع وتتنطط وتزعق انا,male
00AgZT_210.mp3,نعتبر جداد في الخلفه والتربيه وكده فاف,male
08FgYB_367.mp3,يكون كل الفكره عنده غلط بس يعني ده يعني,male
053yfN_887.mp3,بعتني دلوقتي ليك ودي رساله ليك دلوقتي,male
02SmR1_1246.mp3,يبقى انا جه في بالي اصلا يشهدون ان هو,male
02s4pY_1473.mp3,وصل معهم في دي امت بالبط انتوا خلاص,male
08Yfva_74.mp3,والحرف يا حمادي بدل ما نتعذب اتعلم مقاطع,male
00ndCo_38.mp3,سنتين من قبل من البودكاست اساسا يبتدي,male
08xyc1_464.mp3,السوشيال ميديا بشكل ما انا بدي محاضرات,male
08cCZx_514.mp3,هتحقق الهدف الصغير اللي على مقاسك اللي,male
02sT5V_996.mp3,والافلام والممثلين واثرهم في تشكيل,male
01UF7y_1377.mp3,افلام اكشن ام تعالى اتفرج لو انت مش,male
07W2IM_2432.mp3,اها ده عشان ا صح لازم اشك لما اشوف ابني,male
01MOKe_3198.mp3,يعني البنت دي دلوقتي الذل اللي هي اتلته,male
07ZKr6_209.mp3,اللي حواليه اللي هي ثالث حاجه مش بيساعده,male
05hhlJ_73.mp3,مش بيحس بالفقد اللي بيفقد بشكل يومي لكن,male
095eTk_255.mp3,بيكون خاص بالجينات والوراثه فبالتالي,male
03qFLF_599.mp3,عليه وسلم في بعثته كان في شياطين بتستر,male
04YDQY_801.mp3,هو يشهد والجوارح بتاعته تشهد على على على,male
036gLJ_633.mp3,الخاطر طيب هو,male
041kt3_1195.mp3,انا جايبها له جايب لشيخ هديه رد فعله,male
003WV1_1255.mp3,ف عندنا اخر ايه بقى بتاعه صوره صد الشري,male
07RD4B_57.mp3,رغم قعدتك عندي زي غراب البين،,male
01TiRo_225.mp3,"وكمان، صدّرت أسلحة لنظام ""ميانمار""،",male
02tDwM_79.mp3,انت عف لما حصلت الحلقه بتاع مدي الناس في,male
00wwkd_1503.mp3,وزارع وانا كنت بحلق له اه وفلان مش عارف,male
02gzUJ_1154.mp3,السمكري,male
04s1ev_1666.mp3,النهارده عشان كده برض كنت بفرج على كرتون,male
00yd2B_1698.mp3,اروح فيها دي من خوف يعني عمرك ما س هو,male
05AH8w_363.mp3,"عشان يشوفوا فرق التعامل
،بين دا ودا معانا كبشر",male
097iLh_248.mp3,وفي أحوال تانية، هيدمر العالم.,male
02RUQB_265.mp3,خاصةً، بعد المآسي اللي شفناها.,male
02t2Pr_33.mp3,ابو عبده امين الحافظ رئيس سوريا,male
02uwv5_86.mp3,حزب البعث مقسوم لنصفين الاول هو القاده,male
00xcPM_229.mp3,وبيته توج ان هي ملكه جمال مصر وتبقى دي,male
04JP1d_242.mp3,تسفر فرنسا وتبدا طريق الفن من هناك,male
08dO5N_1052.mp3,مظبوطه والاضاءه فيها حاجه فالناس دخلت,male
02EeYM_1076.mp3,قاللك ايه بس خلي بالك في حاجه مهمه جدا,male
05YWvr_1358.mp3,والتصريح اي لا انت طبعته قلت له ايوه يا,male
00zchW_44.mp3,أعيش ملك.,male
07TgyP_99.mp3,طب لو جيت تفكر، صديقي الإنسان،,male
01AwLh_1127.mp3,عندي شويه نظام احسن ما بلعبهاش الا وانا,male
05QJRo_1369.mp3,معروفه في الكرك كانوا عازمين عندهم تقعد,male
04vTZd_144.mp3,وفقا للهدوم اللي انت لابسها انت واضح انك,male
01DbcN_313.mp3,سيلز شركه فلان الفلاني,male
05lqul_45.mp3,مش عارف في ثالثه او رابعه ابتدائي حاجه,male
075JcT_871.mp3,تخيل النبي يدعي,male
01KYqa_1479.mp3,ايه وبعدين لما بدات تتعرض للي بيحصل,male
014H7k_237.mp3,اكتر فهو يعلم خلقتك لان هو اللي خلقك فلا,male
06r2Md_519.mp3,فانا في رحمه لاني,male
019tDz_18.mp3,"لو ما خرجتش دلوقتي، هنفجر!
لازم أخرجها قبل ما حد ياخد باله.",male
07aZAw_441.mp3,"زمايله كانوا بيقولوا
إن الأكل معاه مقرف بشكل لا يُصدّق!",male
07qMDr_234.mp3,في صنع قنبلته الذرّية الأولى.,male
05UKju_153.mp3,بلى يستطيع قال اتقوا الله ان كنتم مؤمنين,male
06YshR_206.mp3,ريحوا نفروه وفي حديث تاني ان هو في روايه,male
07cltp_733.mp3,الساعه كذا بيقوم يفطر يروح الشغل يروح,male
07lPoJ_838.mp3,هو اللي هو يمشي ده يعني الناس اغلب الناس,male
00c4Ta_970.mp3,هتبقى كويس فبدات الثانوي ربنا يعني ما رن,male
02KJEd_1081.mp3,عشان الناس عارفينه مشهور جدا هناك وبعد,male
06izqM_1267.mp3,نائم,male
07eZkE_1349.mp3,النص كده اللي هو بقى ههه,male
04dLrn_1554.mp3,فاحنا هندي علاج نفسي او علاج للنوم,male
04AqVw_1687.mp3,بالعافيه بتشوف الحاجه اي ال العين سينستف,male
00weV2_2009.mp3,قال يعني حتى لو كان يعني وان ميسر شويه,male
041640_2280.mp3,ريدوكريشن,male
07Fbox_2909.mp3,يعني كنا عايزين نقعد معك لاطول وقت ممكن,male
02thbH_39.mp3,من هذا القبل يلا افضل يا عم عبد,male
00SLZK_496.mp3,بعض يا جماعه حد ينزل بوست بتاع فيسبوك,male
04NwO0_1440.mp3,حاجبان بسيطه بس ساعات جيمي مثلا يروح,male
07yugs_1495.mp3,ضيف من اجمل الضيوف كان بيقول حاجه انه,male
02WbSD_40.mp3,قد يبدو دا، كأنه سؤال سهل للوهلة الأولى،,male
03Kh9X_230.mp3,"يعني، عُمر ما سوّاق الميكروباص هيوقفك يقولّك،
""إيه دا، دا أنا بموت في (ستايري نايت)،",male
01LIgz_204.mp3,افار وال تو ارمز اللي بيحكي فيها عن,male
05lji7_87.mp3,ما حدش شايف ال- اا باينه دي باينه ولا مش,male
00Sx0l_375.mp3,فربنا قال ايه في الاخر جايزتهم ايه,male
00Gput_449.mp3,من امره يسرا وكمان من الثمرات ان الناس,male
07A5Kr_508.mp3,الايادي هتحس بايه,male
003d1D_1413.mp3,تبقى عايز تحمس للتوبه روح للصوره لان روح,male
085ZWM_551.mp3,لما طلع كان طلع كان شكله حلو انت بقى كان,male
00Oxiw_702.mp3,وقال لي,male
03Znup_268.mp3,"وشركة ""ماكورميك"" دي، صديقي الإنسان،",male
04Nw0b_123.mp3,بناخدها من شجرة اسمها الفنيليّة.,male
0881lF_362.mp3,"زي مثلًا إنه يكون عندها مخالب،
عشان لو مسكتها، تخربشك،",male
07fKFL_81.mp3,"إن عقلية الفتيات في ""مصر"" في هذه الفترة",male
03L3Mm_48.mp3,"ما كانش بيتقال عن ""الطنطورة""،
اللي بنتكلم عنها دي، في ""إسرائيل""،",male
096uwV_53.mp3,"وبعدها، جُم المستوطنين
وأنشأوا فيها ""كيبوتس"" اسمه ""نحشوليم"".",male
06n5Z9_412.mp3,"هو راح لاختيار تالت،
ما كانش معروف ولا منتشر وقتها،",male
02HaN4_738.mp3,البريطانيين كانوا بيتعاملوا مع الفلسطينيين,male
03eJkq_967.mp3,"كانت علاقة ""توكسيك""!",male
05yq9M_165.mp3,"دا، يا عزيزي، مش كائن، دا ""مول العرب""!",male
081w9J_340.mp3,غير ضروري لان الجهاز بتاع رسم المخ مش,male
01b1mG_488.mp3,الانسان الوحيد في العالم اللي عنده,male
03QfRF_143.mp3,بكل قوته عن طراز الحياه الطبيعيه الاصليه,male
01fif0_265.mp3,بارانويا في فرق كبير بين الاحساس بالقلق,male
04yjho_7.mp3,هذه الحلقه,male
04Ax46_132.mp3,عاطفيه زي ايه يا كابتن,male
07QCc3_224.mp3,يعني شوف انت جيت في حته فيها وعليها,male
08v0tM_701.mp3,المهم اهم حاجه صفحته كويسه,male
059MZe_573.mp3,بيدّيله إحساس الاحترام،,male
05KL0k_271.mp3,الاخيره لا بالزراعه لا بالتعليم لا,male
06xz7N_450.mp3,"أجّل الانتقام للآخر، و(أحمد سعد) ييجي يغني،
وهننبسط كلنا، ما تخافش!""",male
00kVPq_493.mp3,"شوية يتحالف مع ""كاين""، شوية يعجنوا في بعض.",male
086kx2_765.mp3,اللي بيحكي عن آخر سنواته في المصارعة،,male
01BY8H_394.mp3,"ولكن، يا عزيزي، خلّيني أقولّك،
أثناء ظهور أعراض التوحد،",male
04gOqG_440.mp3,"ويعني، لو عايزين تعيشوا أكتر،
خدوها، عشان نساعد بعض ونحمي بعض.""",male
08EtTR_7.mp3,بيوعد بس ما بيوفيش بوعد يا ساتر دي,male
06hsVu_8.mp3,الاغنيه التي ابكت فكر طارق عارف كده عارف,male
02WU7t_719.mp3,هنعم بس هنعمل قلت لها ههدي,male
097WFN_781.mp3,الرحمن خدني قمين يا عبد الرحمن انت هتربي,male
09IHff_297.mp3,يعني مو بالضرورة تتكلف المليارات ع الحروب,male
08sCqy_4.mp3,[تصفيق],male
02wNBj_89.mp3,"لدرجة إن في 1997، بيعثر علماء الآثار
في جنوب ""روسيا"" على جماجم مثقوبة بأدوات صخرية.",male
03ZoTw_482.mp3,"والأطباء عمّالين رايحين جايين،
بيقولولك، ضعف شخصية وجُبن،",male
00tiDy_265.mp3,بتاعنا اللي هو فيه توحيد بالله بيحصل ايه,male
044ggz_427.mp3,اللي عندهم خلفيه او معتقد ايماني بان,male
09OuSj_564.mp3,احد المطلق ولكن همم دي ملاحظتي من همم,male
06szAx_272.mp3,حرام اصلا انت انت ممكن تقف عن حاجه هي,male
017VSy_296.mp3,هنا ما احبش ان انا هنا فالتعاف الخلق,male
08vmEz_562.mp3,لو اتعرض عليه فلوس حرام بيقبل عشان همم,male
08aJuB_598.mp3,وفي جزء منه وبرضو مش قادرين نتخلص من,male
062ToY_650.mp3,شاء الله يعني الناس تبقى كده مش بنتعالى,male
005X5d_800.mp3,احيانا وده كتير ربنا يعافينا هو مش عايز,male
02HCxH_1103.mp3,طريق حلال وتاخد عليه ثواب وفي بوضع احدكم,male
07Tq4c_1364.mp3,انتم مش متكافئين سنه ونص يا عم اي حاجه,male
017RJe_1372.mp3,يبقى احنا عشان برضو نقول انه بدايه,male
03i2BA_351.mp3,وخصوصاً إذا كان معهم واحد,male
096IUC_391.mp3,وإضاءة كتير قوية عليهم لحتى تطلع الصور,male
02ZZDC_63.mp3,جميل,male
078yTr_103.mp3,فوق الـ2000 تفجير،,male
08zw0I_310.mp3,عزيزي، المستقبل إيه؟!,male
06LLbt_524.mp3,زومه لا لازم اعرف ايه,male
05IHIs_577.mp3,يستشير له في خلافتهم,male
08HqBO_660.mp3,بن عباس هتلاقي هتلاقي في التفسير يا,male
07fqCt_158.mp3,فلان ده بيكلمك قد ايه عن ربنا دقيقه في,male
06egks_896.mp3,جاي يا تبقى مستنيه ومستحمله ومنتظره,male
03Vyw1_301.mp3,[موسيقى],male
06MLoq_95.mp3,حاسس ان هو ايه انا محتاج بس ايه افك شويه,male
04Awo4_362.mp3,اول حاجه اوعى تزعل لان الشيطان ليحزن,male
05A06c_556.mp3,كفروا وقالوا اده هو ممكن حد مؤمن يبقى,male
05yRKg_583.mp3,اخش في تفاصيل يعني اكتر يعني ف معلش,male
01mH8l_1072.mp3,اظن ممكن مور عليكم في واحد عنده يعني,male
07418Z_1136.mp3,الراجل راح عند الدبابه وفاضل يفتح الباب,male
01pKpe_1199.mp3,كده يعني الناس اللي ميجن رايس ولا ناس,male
01RwJG_1267.mp3,هو ده اكيد يعني تبقى قاعد كده اكيد هينزل,male
02E4IM_130.mp3,هيقعدوا 320 سنة يبنوا، طوبة دهب وطوبة فضة،,male
05LJ6D_202.mp3,ففيه وجود ثري وديني،,male
07m61z_281.mp3,"لمّا يقنع فريق من ""لوس أنجلوس"" وكالة ""ناسا""",male
07FzrW_249.mp3,"حاجة كدا بنتولد بيها كلنا،
زي الزايدة الدودية كدا، عندنا كلنا،",male
08kT9m_265.mp3,"لكن لمّا واحد معدّي الـ60 يكون شايف نفسه
مبعوث الخير اللي بيحارب الأشرار،",male
00kEUs_399.mp3,"""يونج"" بيشوف إن دا مش معناه إن مش أي غضب",male
07zCDf_42.mp3,من غير ما ناخد فيها اي رد فعل حاسم,male
02PSEe_81.mp3,اطمنك ان انت مش لوحدك انا كمان والله,male
04jbwO_263.mp3,كذا هتشرب بس مش كذا طب انا عايز لا دي مش,male
05flsP_924.mp3,تانيه هو يكفي اصلا انه بيكلمه صح هو لو,male
087VoN_929.mp3,اللي حصل اذن رسول الله صلى الله عليه,male
07mu9B_1017.mp3,تاب الراحه والسكينه اللي بتجي لك دي,male
06O9ZN_82.mp3,الايطاليين وقتها كانوا نوعين نوع عمال,male
02PkvR_178.mp3,التعويره دي بل انه هيقف حدوته كامله عشان,male
00Oi7u_180.mp3,كان كان بيقاتل في فرنسا في الحرب,male
04tsYB_571.mp3,اثنين عملتها مره بمسك ومشيت يعني عشان,male
02y9Ly_448.mp3,"هنا، هيكون التصرف الأنسب
عشان نحمي المجتمع منه،",male
03VJGD_164.mp3,"بيعمل إعلان لملابس داخلية،
منتج يعني.",male
007C7A_485.mp3,خد في كل ده,male
05dMrd_546.mp3,"بالظبط! هو جاي أنت
اللي فيه سنة أنت مظبطه",male
06DPq9_550.mp3,"- فيها فلوس طبعاً.
- لكن ايوة، لكن ف الفيلم...",male
06QZnm_983.mp3,"إعلانات من كتر ما هما كتير أوي يا
باسل اللي أنا كان نفسي أبقى أعملهم برة",male
07uerx_1381.mp3,محمود العسيلي,male
05UP57_1458.mp3,إتعرفنا شوية أسامي كفريق أو كأشخاص,male
03Qrl4_40.mp3,التليفون وكلمه يحاول في يمين شمال الراجل,male
085AHh_295.mp3,ماشي تمام وفضلت شويه احاول اوقف اوفق,male
04Jz1e_982.mp3,فامي كلمتني قالت لي انت فين,male
071Jo5_637.mp3,انت مش انت ده فبدا يعايره يقول له اه انت,male
04Meod_243.mp3,وبول بوغبا وكيليان مبابي,male
09INaN_312.mp3,تخبط في قلبك كده تحرك حاجه انا مش عايز,male
006EX5_149.mp3,الحاجات اللي بتساعدك على رفع انتاجيتك زي,male
09ILU4_146.mp3,حاجة تزهّق، بصراحة!,male
05PiLP_54.mp3,الاسد واخوه ما كان سر الناس شافوه هلا ما,male
00LFcQ_80.mp3,بالمقارنه قال بيجي الكولونيل الضابط,male
05PSzj_585.mp3,واقول انا ماستاهلش اني اكون ابنك بس,male
04WaUT_607.mp3,حرامي تتكلموا على الدهاليز بتاعه الشهوه,male
04OHpL_645.mp3,غريبه قوي كل الكهنه اللينا عارفين حسين,male
01E9RB_112.mp3,المهم يعني، علشان ما نخرجش برة الموضوع،,male
03Kppb_140.mp3,"وبغض النظر عن الاختلاف اللي بيننا
في الشكل والصفات السطحية دي،",male
044d4q_280.mp3,قال لك بس، أنا هحارب العنصرية بالثقافة.,male
06Kxm8_355.mp3,بتضبط لهم امورهم تمام بالرغم من انه اصلا,male
04jI5V_337.mp3,الهضمي واحساس بالغثيان والقيء ده غير انه,male
02IZaM_372.mp3,شويه فده بيديك الفرصه انك تشتغل وتذاكر,male
08EEqK_216.mp3,‫فيقول لك تعال نشتري ده,male
02R6nd_1015.mp3,‫إن عندها شعب كبير,male
01NTvw_1411.mp3,‫وتلاقيه عمل حلو أوي,male
06xqIE_1480.mp3,"‫عشان الراجل النجم اللي
‫معاك اللي بياخد فلوس كتير",male
027wpM_1926.mp3,"‫- و اللي عملت تاريخ السينما
‫- ""أصحاب ولا بيزنس""",male
04jBLR_1951.mp3,‫شوف عدى كذا وعشرين سنة,male
01o0xc_2076.mp3,"‫فقالتلي أحنا واقفين بقالنا
‫تلات ساعات عشان راكور",male
07Bz0z_80.mp3,وبكرة القدم تعتبر من أهم المنتخبات تاريخياً,male
05GH5s_168.mp3,وكانت مستغربه نفسها انها ازاي تقدر لما,male
06Y4Zo_252.mp3,مهارات جديده وزاد كيف مع اي وضع ممكن,male
05xYZ4_273.mp3,ممكن تديك طاقه تحاول تفضي نصف ساعه من,male
08SM3u_369.mp3,[ضحك],male
01euTB_756.mp3,بيصوروا تيك توك على حاجه وبيشوفوها انا,male
01eom8_179.mp3,4 والعدسه اللي كانت معي كانت حلوه هي,male
00aPNn_354.mp3,اصل هو هو المواطن,male
06ZCny_437.mp3,ان انا هعمل الشغلانه دي يعني كويس مشيت,male
08AMyT_625.mp3,[موسيقى],male
07wwt7_776.mp3,حاسه لو حد مثلا جه قال لي ممكن تصور معاك,male
09NMlZ_962.mp3,المدرسه,male
04CVJl_183.mp3,اداب وسلوكيات وهيك منظومه كان يتعلمها,male
06m9za_21.mp3,مسكنات هتحس ممكن لو الفيديو لمس معاك في,male
00VAcp_272.mp3,انه محدش هينفعني الا باذن الله وماحدش,male
00endz_458.mp3,اللي هي جنبكم وهو بقى هيجيلك بري ياخد,male
06q8eL_607.mp3,وكهربا,male
01eXnX_803.mp3,قوي للدرجه يعني انا مش مش عجوز لما ت لا,male
001IWH_1218.mp3,هيكون عنده استيعاب افضل ولكن احنا بصراحه,male
072El8_1284.mp3,كمبيوتر انا ببيع ال 1000 جهاز بكام,male
0616H8_1491.mp3,مثلا كتير معايير الانترنت عندنا يعني,male
044TTq_1582.mp3,اللي هو ايه انا عايز ابقى زي الراجل ده,male
01poBz_1818.mp3,عشان لو تقبض عليكم عشان لو تقبض علي يعني,male
06Adht_3307.mp3,بيك الزمن وحطيت لنفسك بلان مختلفه مش,male
0757lI_3939.mp3,هتوظف مين اه جيب اللي يشتغل يا باشا,male
09ETzt_905.mp3,انا معاك بس قصدي مواقف الانصار باينه من,male
08uxCE_1333.mp3,بنقول كنا بنقول ايه ايه دلوقتي في,male
03uPGc_420.mp3,ايه,male
020h6n_984.mp3,لهم يا جماعه انتم عارفين ان دي ثاني مره,male
00l0pq_38.mp3,عارف ان انا ايه اه يعني ايه هو الكبره,male
00hR1G_132.mp3,جمع الموضوع في الكبر ده من من من العظمه,male
00oGgw_1155.mp3,علماء من من الصحابه رجال,male
03UZmo_612.mp3,"شركة زي ""إنفيديا""
اللي اهتمت بمجال الـGraphics،",male
00mCvT_274.mp3,يحصلش معاهم مشكله القزامه اللي اتكلمنا,male
05cqVE_776.mp3,"طب أنت دلوقتي قلت إن التسويس من أكتر
هي أكتر حاجة حاجة في عالم طب الأسنان",male
02LcAP_961.mp3,"- أه فاهم قصدك
- فاهم قصدي؟ مينفعش توصله عشان تعالجه",male
05dR21_1003.mp3,مش حالات جامدة مش حالات معقدة,male
06PKfJ_1177.mp3,ونيجي نركب الطربوش,male
01wMdn_1596.mp3,الزراعة زي ما أنت,male
08DZOJ_312.mp3,ولا تنسى الدنيا,male
00QxLo_1136.mp3,منين هتصرفها ازاي خلاص وحط لاخره في بالك,male
049Ru2_609.mp3,[موسيقى],male
03jItR_937.mp3,انا ابتديت العب سباحه هو المفروض تلعب,male
03I4c8_1020.mp3,ماتيريال احمد امين انا اختبرت مع احمد,male
022GJf_1231.mp3,ويشيله من دماغهم فكره طب هو احنا الحفله,male
0980jY_34.mp3,يا راجل، دا كلام؟!,male
011l4N_76.mp3,"كمان أكتر من 59% من الأمريكان
كانوا بيناموا أكتر من 8 ساعات في 1942.",male
05d6Gz_37.mp3,طب حضرتك تدّيني 19، وأدّيك 160 جنيه؟,male
00gm2w_484.mp3,"لحد ما أثر بالسلب
على النظام البيئي والأنواع المحلية.",male
06ei5K_119.mp3,"عايزة تجارة، عايزة ""بيزنس"".",male
00sPKr_297.mp3,لربنا فربنا رزقه الولد سيدنا مريم,male
02xCLy_590.mp3,المشكله دي في الاساس مش هيتساب قال ايه,male
06jByA_872.mp3,شيعا يستضعفوا طائفه منهم يذبح ابنائهم,male
004HUm_945.mp3,موجوده كادوات باخذها عشان افضل اتنفس,male
01XGIS_65.mp3,اذاوس شهاب بالنسبه لك واقع لا انا عايز,male
00ZyZJ_791.mp3,وكان وعد ربي حق يقين ده مش بس هو بيقول,male
06P4Rn_113.mp3,"في الوقت دا،
""باسبي"" كان بيعيش أجمل لحظات حياته،",male
04B8KV_142.mp3,وهو بيرد عليا براسه بس،,male
00hGQq_190.mp3,"فاكره؟ الحلم اللي كان مات
مع الـBusby Babes الأولانيين،",male
037B09_531.mp3,وفعلًا، دا اللي حصل في جيل 92،,male
04zDmc_903.mp3,"بدأ، يا عزيزي، يفكر
ازاي يهوّن الخسارة على لعيبته.",male
02fnZy_26.mp3,العاطفيه اللي جوايا عماله بتقل واحده,male
08HJOi_198.mp3,وياخد الأرض دي هو ويستقر فيها.,male
04IXWU_457.mp3,ويتدخل بقيادة الدولة,male
06oqLC_170.mp3,هتواجه تحديات,male
